textNames,authorGroup,titleGroup,totalWordsChunk,keywordsCount,principl.count,natur.count,knowledg.count,scienc.count,reason.count,general.count,law.count,philosophi.count,whole.count,true.count,system.count,foundat.count,imper.count,proposit.count,philosoph.count,maxim.count,genius.count,discov.count,hypothesi.count,hypothes.count,pubDate,language,volumeGroup,publicationPlace
1691200120.81.52.txt,                  Philological Society (Great Britain)              ,"        The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.         The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the ...         European magazine, and London review (London, England : 1782 : Semiannual)         European magazine         London review      ",584,13,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17820101,English,        Volume 20         86                   Volume 1           Volume 2           Volume 3           Volume 4           Volume 5           Volume 6           Volume 7           Volume 8           Volume 9           Volume 10           Volume 11           Volume 12           Volume 13           Volume 14           Volume 15           Volume 16           Volume 17           Volume 18           Volume 19           Volume 21           Volume 22           Volume 23           Volume 24           Volume 25           Volume 26           Volume 27           Volume 28           Volume 29           Volume 30           Volume 31           Volume 32           Volume 33           Volume 34           Volume 35           Volume 36           Volume 37           Volume 38           Volume 39           Volume 40           Volume 41           Volume 42           Volume 43           Volume 44           Volume 45           Volume 46           Volume 47           Volume 48           Volume 49           Volume 50           Volume 51           Volume 52           Volume 53           Volume 54           Volume 55           Volume 56           Volume 57           Volume 58           Volume 59           Volume 60           Volume 61           Volume 62           Volume 63           Volume 64           Volume 65           Volume 66           Volume 67           Volume 68           Volume 69           Volume 70           Volume 71           Volume 72           Volume 73           Volume 74           Volume 75           Volume 76           Volume 77           Volume 78           Volume 79           Volume 80           Volume 81           Volume 82           Volume 83           Volume 84           Volume 85           Volume 86              ,London
1330400800.64.2.txt,"                  Green, Thomas           1735-1812              ","        An explanation of Say-Brook Platform; or, The principles of the consociated churches of the colony of Connecticut: collected from their plan of union. By one that heartily desires the order, peace and purity of these churches.         An explanation of Say-Brook Platform; or, The principles of the consociated churches of the colony of Connecticut: collected from their plan of ...      ",703,24,12,3,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17650101,English,        0         0      ,Hartford
1617800100.78.1127.txt,"                  Burkitt, William           1650-1703              ","        Expository notes, with practical observations, on the New Testament of Our Lord and Saviour Jesus Christ. Wherein the sacred text is at large recited, the sense explained, and the instructive example of the blessed Jesus, and his holy apostles, to our imitation recommended. The wh[o]le designed to encourage the reading of the scriptures in private families, and to render the daily perusal of them profitable and delighful. By William Burkitt, M.A. late vicar and lecturer of Dedham, in Essex.         Expository notes, with practical observations, on the New Testament of Our Lord and Saviour Jesus Christ. Wherein the sacred text is at large ...         Bible. N.T. English. Authorised         Expository notes, with practical observations, on the New Testament      ",642,24,12,2,6,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,17790101,English,        0         0      ,Edinburgh
1670100200.80.25.txt,"                  Gurdon, Brampton           1741           d. 1741              ","        The pretended difficulties in natural or reveal'd religion, no excuse for infidelity. Sixteen sermons preach'd in the Church of St. Mary-le-Bow, London, in the years 1721 and 1722, at the lecture founded by the Honourable Robert Boyle, Esq; the second edition. To which is subjoined, a defence of the Christian religion from the prophecies of the Old Testament. By Brampton Gurdon, A.M. archdeacon of Sudbury.         The pretended difficulties in natural or reveal'd religion, no excuse for infidelity. Sixteen sermons preach'd in the Church of St. Mary-le-Bow, ...      ",685,24,12,8,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17280101,English,        0         0      ,London
1723800100.82.11.txt,"                  Brown, John           1715           1766           1715-1766              ","        Sermons on various subjects. By John Brown, D.D. vicar of Newcastle.         Sermons on various subjects. By John Brown, D.D. vicar of Newcastle.      ",701,24,12,4,0,0,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,17640101,English,        0         0      ,London
0038900101.3.20.txt,"                  Hume, David           1711           1776           1711-1776              ","        Essays and treatises on several subjects. In two volumes. By David Hume, Esq; ... Containing Essays, Moral, Political, and Literary.         Essays and treatises on several subjects. In two volumes. By David Hume, Esq; ... Containing Essays, Moral, Political, and Literary.      ",748,23,12,3,0,0,2,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,17640101,English,        Volume 1         2                   Volume 2              , 8ŒÁ.
0044203000.3.6.txt,,"        An apology for the Welch knight. And a view of the principles and present dissensions between the chiefs of the broadbottoms. A late dialogue at the Falsestaff's-Head, between Stately, Dapper, Taff, Broadbum, Tully, and Longbib.         An apology for the Welch knight. And a view of the principles and present dissensions between the chiefs of the broadbottoms. A late dialogue at ...      ",731,23,12,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17450101,English,        0         0      ,London
0045200200.3.10.txt,,"        Vocabulary and tables of the old and new nomenclatures of the names of all the subjects of chemical science: the old nomenclature being that which was employed by chemists in general, before the discoveries of the late M. Lavoisier: the new nomenclature being that which wa invented by the joint labours of Messrs. De Morveau, Lavoisier, Berthollet, and Fourcroy, in 1787.         Vocabulary and tables of the old and new nomenclatures of the names of all the subjects of chemical science: the old nomenclature being that ...      ",718,23,12,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,17960101,English,        0         0      ,Edinburgh
0728300100.39.62.txt,"                  Edwards, Jonathan           1703           1758           1703-1758              ","        The great Christian doctrine of original sin defended; evidences of its truth produced, and arguments to the contrary answered. Containing in Particular, A Reply to the Objections and Arguings of Dr. John Taylor, in his Book, intitled, ``the Scripture Doctrine of Original Sin proposed to free and candid Examination,'' &c. By the late reverend and learned Jonathan Edwards, A. M. President of the College of New Jersey.         The great Christian doctrine of original sin defended; evidences of its truth produced, and arguments to the contrary answered. Containing in ...      ",682,13,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17890101,English,        0         0      ,London
1037800402.49.655.txt,"                  Boyer, Abel           1667           1729           1667-1729              ","        Dictionnaire royal, franí_ois-anglois et anglois-franí_ois tirí© des meilleurs auteurs, qui ont ecrit dans ces deux langues ci-devant compose a l'usage de feu S. A. R. le duc de Glocester par Mr. A. Boyer revu & Augment'e d'un grand nombre de mots & de phrases, tant angloises que franí_oises; et d'une dissertation sur la prosodie.         Dictionnaire royal, franí_ois-anglois et anglois-franí_ois tirí© des meilleurs auteurs, qui ont ecrit dans ces deux langues ci-devant compose a ...         Royal Dictionary      ",556,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17680101,French,        Volume 2         2                   Volume 1              , 4ŒÁ
1280700102.61.483.txt,"                  Altieri, F. (Ferdinando)              ","        Dizionario italiano ed inglese. = A dictionary Italian and English, containing all the words of the vocabulary della Crusca and several hundred more, taken from the most approved authors; with Proverbs and Familiar Phrases. By F. Altieri. ... . To which is prefix'd a table of the authors quoted in this work. The second edition corrected and improved, by Evangelist Palermo, Teacher of the Italian Tongue in London.         Dizionario italiano ed inglese. = A dictionary Italian and English, containing all the words of the vocabulary della Crusca and several hundred ...      ",452,13,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17490101,English,        Volume 2         2                   Volume 1              , 4ŒÁ.
1343800700.65.6.txt,"                  Stanhope, Charles Stanhope, Earl           1753           1816           1753-1816              ","        Remarks on Mr. Brydone's account of a remarkable thunder-storm in Scotland. By the Right Honourable Charles Earl Stanhope, F.R.S. Read at the Royal Society, Feb. 15, 1787.         Remarks on Mr. Brydone's account of a remarkable thunder-storm in Scotland. By the Right Honourable Charles Earl Stanhope, F.R.S. Read at the ...      ",662,13,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17870101,English,        0         0      ,London
1372300400.66.53.txt,"                  Bray, Thomas           1658-1730              ","        Two treatises upon the covenant of grace, viz. The first, a discourse of the nature, ends, and difference of the two covenants. By William Allen. The second cathechetical lectures upon the preliminary questions and answers of the church-catechism. By Thomas Bray. D.D.         Two treatises upon the covenant of grace, viz. The first, a discourse of the nature, ends, and difference of the two covenants. By William Allen. ...         A discourse on the nature, ends, and difference of the two covenants         Catechetical lectures on the preliminary questions and answers of the church-catechetism      ",706,13,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17030101,English,        0         0      ,London
1641201300.79.7.txt,"                  Curry, James              ","        Observations on apparent death from drowning, suffocation, &c. With an account of the means to be employed for recovery. Drawn up at the desire of the Northamptonshire preservative society: By James Curry, M.D. member of the Royal medical society of Edinburgh, and physician at Kettering.         Observations on apparent death from drowning, suffocation, &c. With an account of the means to be employed for recovery. Drawn up at the desire ...         Popular observations on apparent death from drowning. Suffocation, etc      ",639,13,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17920101,English,        0         0      ,Northampton
1685000102.80.81.txt,"                  Ramsey, W.              ","        The Tribune, a periodical publication, consisting chiefly of the political lectures of J. Thelwall.         The Tribune, a periodical publication, consisting chiefly of the political lectures of J. Thelwall.         Tribune (London, England : 1795 : Collected issues)      ",755,13,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17950101,English,        Volume 2         3                   Volume 1           Volume 3              , 21 cm. (8ŒÁ)
1742600116.83.752.txt,"                  Locke, John           1632           1704           1632-1704              "," 			 Encyclopí_dia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...  			 Encyclopí_dia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly ...  		",725,13,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17970101,English, , Volume 16  
1271900101.61.81.txt,"                  Sherlock, Thomas           1678           1761           1678-1761              ","        Several discourses preached at the Temple Church. By Tho. Sherlock, ... Vol. I.         Several discourses preached at the Temple Church. By Tho. Sherlock, ... Vol. I.      ",614,24,11,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17590101,English,        Volume 1         1      ,London
1303500101.63.30.txt,"                  Locke, John           1632           1704           1632-1704              ","        An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes.         An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes.      ",729,24,11,3,2,0,1,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,17650101,English,        Volume 1         3                   Volume 2           Volume 3              , 12ŒÁ
1313100301.63.10.txt,"                  Chubb, Thomas           1679           1747           1679-1747              ","        A collection of tracts, on various subjects. Written by Thomas Chubb. Vol. II. Part I.         A collection of tracts, on various subjects. Written by Thomas Chubb. Vol. II. Part I.      ",658,24,11,2,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17430101,English,        Volume 1         2                   Volume 2              , 8ŒÁ
1322001800.64.11.txt,"                  Kames, Henry Home, Lord           1696           1782           1696-1782              ","        Principles of equity. By Henry Home of Kames, one of the Senators of the College of Justice, and one of the Lords Commissioners of Justiciary.         Principles of equity. By Henry Home of Kames, one of the Senators of the College of Justice, and one of the Lords Commissioners of Justiciary.      ",681,24,11,0,3,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,18000101,English,        0         0      ,Edinburgh
1327502200.64.32.txt,"                  Sheridan, Charles Francis           1750           1806           1750-1806              ","        The Roman Catholic claim to the elective Franchise discussed, in an essay upon the true principles of civil liberty and of free government. By Charles Francis Sheridan, Esq.         The Roman Catholic claim to the elective Franchise discussed, in an essay upon the true principles of civil liberty and of free government. By ...      ",643,24,11,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17930101,English,        0         0      ,Dublin
1334000700.64.3.txt,"                  Kneeland, John           1729-1795              ","        A vindication of the power, obligation and encouragement of the unregenerate to attend the means of grace. Against the exceptions of the Rev. Mr. Samuel Hopkins, in the second part of his reply to the Rev. Mr. Mills; intitled, ""The true state and character of the unregenerate, stripped of all misrepresentation and disguise."" By Moses Hemmenway, A.M. Pastor of the First Church in Wells. [Three lines of Latin quotation].         A vindication of the power, obligation and encouragement of the unregenerate to attend the means of grace. Against the exceptions of the Rev. Mr. ...      ",653,24,11,6,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,17720101,English,        0         0      ,Boston
1408000701.67.12.txt,"                  Paine, Thomas           1737           1809           1737-1809              ","        The age of reason. Parts I. & II. Being an investigation of true and fabulous theology. By Thomas Paine, author of several remarkable performances.         The age of reason. Parts I. & II. Being an investigation of true and fabulous theology. By Thomas Paine, author of several remarkable performances.      ",595,24,11,0,1,5,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,17960101,English,        Volume 1         2                   Volume 2              , 8ŒÁ
1430900100.68.7.txt,"                  Baumí©, Antoine           1728           1804           1728-1804              ","        A manual of chemistry, or A brief account of the operations of chemistry, and their products. Translated from the French of M. Beaumí©, demonstrator in chemistry at Paris, and member of the Royal Academy of Sciences.         A manual of chemistry, or A brief account of the operations of chemistry, and their products. Translated from the French of M. Beaumí©, ...         Manuel de chymie. English      ",684,24,11,3,1,0,1,3,0,0,0,1,0,0,0,0,3,0,0,1,0,0,17860101,English,        0         0      ,Warrington
1557600500.75.21.txt,"                  Edwards, Joseph           1707-1777              ","        Immanuel: or, A discovery of true religion: as it imports a living principle in the minds of men; grounded upon Christ's discourse with the Samaritaness. Joh. iv. 14. Being the latter clause of The voice crying in a wilderness; or a continuation of The angelical life. By Samuel Shaw. [Nine lines of quotations].         Immanuel: or, A discovery of true religion: as it imports a living principle in the minds of men; grounded upon Christ's discourse with the ...      ",638,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17440101,English,        0         0      ,Boston
1591300100.76.12.txt,"                  Ward, William           1708 or 9           1772           1708 or 9-1772              ","        An essay on grammar, as it may be applied to the English language. In two treatises. The one speculative, being an attempt to investigate proper principles. The other practical, containing definitions and rules deduced from the principles, and illustrated by a variety of examples from the most approved writers. A new edition. By William Ward, A.M. master of the Grammar-School at Beverley in the county of York.         An essay on grammar, as it may be applied to the English language. In two treatises. The one speculative, being an attempt to investigate proper ...      ",633,24,11,5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17780101,English,        0         0      ,London
1685000103.80.57.txt,"                  Ramsey, W.              ","        The Tribune, a periodical publication, consisting chiefly of the political lectures of J. Thelwall.         The Tribune, a periodical publication, consisting chiefly of the political lectures of J. Thelwall.         Tribune (London, England : 1795 : Collected issues)      ",753,24,11,0,2,1,0,0,0,0,4,1,0,0,0,0,0,3,2,0,0,0,17950101,English,        Volume 3         3                   Volume 1           Volume 2              , 21 cm. (8ŒÁ)
1753400100.83.1123.txt," 			  				 Burkitt, William  				 1650-1703  			  		"," 			 Expository notes, with practical observations, on the New-Testament of our Lord and Saviour Jesus Christ. ... Endeavoured by William Burkitt, ...  			 Expository notes, with practical observations, on the New-Testament of our Lord and Saviour Jesus Christ. ... Endeavoured by William Burkitt, ...  			 Bible. N.T. English. Authorised  		",688,24,11,0,7,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17120101,English, ,0
0035300101.2.33.txt,"                  Locke, John           1632           1704           1632-1704              ","        An essay concerning human understanding. In four books. Written by John Locke, Gent. ...         An essay concerning human understanding. In four books. Written by John Locke, Gent. ...      ",720,23,11,1,4,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,17150101,English,        Volume 1         2                   Volume 2              ,London
0035700103.2.321.txt,"                  Bacon, Francis           1561           1626           1561-1626              ","        The philosophical works of Francis Bacon, Baron of Verulam, Viscount St. Albans, and Lord High-Chancellor of England; methodized, and made English, from the originals, with Occasional Notes, to Explain what is Obscure; And shew how far the several Plans of the Author, for the Advancement of all the Parts of Knowledge, have been executed to the present Time. In three volumes. By Peter Shaw, M. D.         The philosophical works of Francis Bacon, Baron of Verulam, Viscount St. Albans, and Lord High-Chancellor of England; methodized, and made ...         Works      ",702,23,11,3,0,1,1,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,17330101,English,        Volume 3         3                   Volume 1           Volume 2              , 4ŒÁ.
0554400700.30.51.txt,"                  Plowden, Francis           1749           1829           1749-1829              ","        A short history of the British Empire during the last twenty months; viz. from May 1792 to the close of the year 1793. By Francis Plowden, LL. D. Author of the native rights of British subjects, jura anglorum, etc.         A short history of the British Empire during the last twenty months; viz. from May 1792 to the close of the year 1793. By Francis Plowden, LL. D. ...      ",728,13,10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,17940101,English,        0         0      ,Dublin
0594900102.33.599.txt,"                  Boyer, Abel           1667           1729           1667-1729              ","        Dictionaire royal, franí_ois-anglois, et anglois-franí_ois; tirí© des meilleurs auteurs qui ont í©crit dans ces deux langues, par Mr. Boyer. Nouvelle edition, revue avec soin & considerablement augmentee. ...         Dictionaire royal, franí_ois-anglois, et anglois-franí_ois; tirí© des meilleurs auteurs qui ont í©crit dans ces deux langues, par Mr. Boyer. Nouvelle ...         Royal Dictionary      ",514,13,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17270101,French,        Volume 2         2                   Volume 1              , 4ŒÁ.
0601700300.33.12.txt,"                  Lewis, William           1708           1781           1708-1781              ","        The edinburgh new dispensatory: containing I. The elements of pharmaceutical chemistry. The Materia Medica: or, An alphabetical Arrangement of the Substances employed in Medicine; with an Account of their Virtues and Uses. III. Pharmaceutical Preparations. IV. Medicinal compositions. The Two Latter Parts Comprehending The Preparations and Compositions of the last London and Edinburgh Pharmacopoeias, with such of the old ones as are kept in the Shops; Also The most Useful of those directed in the London Hospitals, and in the Royal Infirmary of Edinburgh; Together with The most esteemed Foreign Medicines, and a Variety of elegant Extemporaneous Forms. Digested in a regular method: The Different Departments Enriched by the Introduction and Application of the Later Discoveries in Natural History, Chemistry, and Medicine; With Particular Directions for performing the various Processes; Remarks on the Properties and Uses of the several Subjects; the Means of distinguishing spurious Substitutes, and of detecting Adulterations, &c. New Tables of Elective Attractions, Single and Double; of Antimony, Mercury, &c. And Copperplates Of AtChemical And Pharmaceutical Instruments. The whole being an Improvement upon the New Dispensatory of Dr Lewis. By gentlemen of the Faculty at Edinburgh.         The edinburgh new dispensatory: containing I. The elements of pharmaceutical chemistry. The Materia Medica: or, An alphabetical Arrangement of ...         New dispensatory      ",684,13,10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17860101,English,        0         0      ,Edinburgh
0602700600.33.23.txt,"                  Hussey, Joseph           1726           d. 1726              ","        God's operations of grace: but no offers of his grace. To which are added, two brief treatises. The one about invitation, and the other about exhortation of sinners to come to Christ; Both examin'd, and consistently Stated with the Glory of Free Grace: To rectify some Common and Prevailing Mistakes in Ministers, who now, with Time, are running on in the Present Generation. By Joseph Hussey, Pastor of the Congregational Church of Christ at Cambridge.         God's operations of grace: but no offers of his grace. To which are added, two brief treatises. The one about invitation, and the other about ...      ",519,13,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17070101,English,        0         0      ,London
